"","gloveOrHand","observation","year","iNaturalistID","observed_on","latitude","longitude","positional_accuracy","quality_grade","license","captive","taxon_id","recorded_by"
"357",0,"https://www.inaturalist.org/observations/61257729",2020,"61257729","2020-09-29","34.1125276888","-119.1031663285",165,"needs_id","CC-BY-NC",FALSE,40270,"ruanemartin"
"358",0,"https://www.inaturalist.org/observations/61275434",2020,"61275434","2020-09-29","15.7919583719","-87.8799638897",9288,"research","CC-BY-NC",FALSE,41006,"hondubirding"
"359",1,"https://www.inaturalist.org/observations/61278302",2020,"61278302","2020-09-29","36.7370621824","-4.6105761454",960,"needs_id","CC-BY-NC",FALSE,40269,"fernando_perez"
"360",0,"https://www.inaturalist.org/observations/61283421",2016,"61283421","2016-09-07","-37.8519383333","145.8111583333",0,"needs_id","CC-BY-NC",FALSE,75224,"corwincaelin"
"361",1,"https://www.inaturalist.org/observations/61312296",2020,"61312296","2020-09-09","50.2783704078","16.8094837953",7904,"research","CC-BY-NC",FALSE,207811,"em7915"
"362",0,"https://www.inaturalist.org/observations/61367360",2020,"61367360","2020-09-28","2.2825535345","-75.8623652545",61,"needs_id","CC-BY-NC",FALSE,846304,"edwin_arrigui"
"363",0,"https://www.inaturalist.org/observations/61370878",2020,"61370878",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",0,"https://www.inaturalist.org/observations/61370966",2020,"61370966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",0,"https://www.inaturalist.org/observations/61371138",2020,"61371138",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",0,"https://www.inaturalist.org/observations/61371178",2020,"61371178",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",1,"https://www.inaturalist.org/observations/61398301",2020,"61398301","2020-09-30","31.0736","-92.52187167",48,"research","CC-BY-NC",FALSE,40509,"chloekimsgv"
"368",0,"https://www.inaturalist.org/observations/61417479",2020,"61417479",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",0,"https://www.inaturalist.org/observations/61441542",2016,"61441542","2016-10-24","3.3758126435","-76.5333725139",212,"needs_id","CC-BY-NC",FALSE,210142,"westprairie"
"370",0,"https://www.inaturalist.org/observations/61441673",2016,"61441673","2016-10-24","3.3758126435","-76.5333725139",212,"needs_id","CC-BY-NC",FALSE,846199,"westprairie"
"371",0,"https://www.inaturalist.org/observations/61441745",2016,"61441745","2016-10-24","3.3758126435","-76.5333725139",212,"needs_id","CC-BY-NC",FALSE,40991,"westprairie"
"372",0,"https://www.inaturalist.org/observations/61442176",2016,"61442176","2016-10-07","3.26949926","-76.6057566181",3198,"needs_id","CC-BY-NC",FALSE,41346,"westprairie"
"373",0,"https://www.inaturalist.org/observations/61473940",2018,"61473940",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",0,"https://www.inaturalist.org/observations/61484546",2008,"61484546","2008-03-14","9.2815558747","-83.8869343816",3000,"needs_id","CC-BY-NC",FALSE,40992,"colejwolf"
"375",0,"https://www.inaturalist.org/observations/61503737",2008,"61503737","2008-03-18","10.3635387551","-84.7901941675",1000,"needs_id","CC-BY-NC",FALSE,40269,"colejwolf"
"376",1,"https://www.inaturalist.org/observations/61509476",2019,"61509476",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",0,"https://www.inaturalist.org/observations/61510586",2017,"61510586",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",1,"https://www.inaturalist.org/observations/61510588",2017,"61510588",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",1,"https://www.inaturalist.org/observations/61510589",2017,"61510589",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",1,"https://www.inaturalist.org/observations/61510591",2017,"61510591",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",1,"https://www.inaturalist.org/observations/61510592",2017,"61510592",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",1,"https://www.inaturalist.org/observations/61510593",2017,"61510593",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",1,"https://www.inaturalist.org/observations/61510594",2017,"61510594",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",1,"https://www.inaturalist.org/observations/61510595",2017,"61510595",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",0,"https://www.inaturalist.org/observations/61510597",2017,"61510597",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",0,"https://www.inaturalist.org/observations/61510598",2017,"61510598",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",0,"https://www.inaturalist.org/observations/61510599",2017,"61510599",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",1,"https://www.inaturalist.org/observations/61510600",2017,"61510600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",0,"https://www.inaturalist.org/observations/61510605",2017,"61510605",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",0,"https://www.inaturalist.org/observations/61512097",2016,"61512097","2016-06-20","25.6813563996","-102.1592329815",52063,"research","CC-BY-NC",FALSE,40614,"anadepp"
"391",1,"https://www.inaturalist.org/observations/61512874",2017,"61512874","2017-12-14","-15.6873971124","-72.3663024653",4,"needs_id","CC-BY-NC",FALSE,40991,"ulrichzanabria"
"392",0,"https://www.inaturalist.org/observations/61513266",2018,"61513266","2018-05-08","-15.6052525412","-72.2249765458",1,"research","CC-BY-NC",FALSE,41133,"ulrichzanabria"
"393",0,"https://www.inaturalist.org/observations/61583450",2018,"61583450","2018-05-08","-15.6766750868","-72.2458798906",4,"needs_id","CC-BY-NC",FALSE,765483,"ulrichzanabria"
"394",0,"https://www.inaturalist.org/observations/61626269",2020,"61626269",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",1,"https://www.inaturalist.org/observations/61636716",2019,"61636716","2019-12-20","-7.545129","110.789278",8,"needs_id","CC-BY-NC",FALSE,40431,"soloensis"
"396",0,"https://www.inaturalist.org/observations/61754769",2020,"61754769",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",1,"https://www.inaturalist.org/observations/61763929",2020,"61763929","2020-10-04","47.169737443","16.3696185127",391,"needs_id","CC-BY-NC",FALSE,40355,"max_we"
"398",1,"https://www.inaturalist.org/observations/61788950",2020,"61788950","2020-10-05","54.5420621163","23.436276689",130,"research","CC-BY-NC",FALSE,207811,"gin86"
"399",1,"https://www.inaturalist.org/observations/61840399",2013,"61840399","2013-01-30","21.020874","-101.365858",61,"research","CC-BY-NC",FALSE,40520,"efrenbiologia"
"400",0,"https://www.inaturalist.org/observations/61882696",2020,"61882696",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",0,"https://www.inaturalist.org/observations/61927291",2020,"61927291","2020-10-07","-41.4088294509","145.9624532191",8,"research","CC-BY-NC",FALSE,40558,"ngaruru"
"402",0,"https://www.inaturalist.org/observations/61927652",2020,"61927652","2020-09-27","-15.7778648054","-47.8779231012",16,"research","CC-BY-SA",FALSE,41090,"lucas533"
"403",1,"https://www.inaturalist.org/observations/61927873",2020,"61927873","2020-09-28","-15.7599230717","-47.8827812523",31,"research","CC-BY-SA",FALSE,41006,"lucas533"
"404",0,"https://www.inaturalist.org/observations/61928079",2019,"61928079","2019-11-16","-15.7682484967","-47.8770202026",33,"needs_id","CC-BY-SA",FALSE,40268,"lucas533"
"405",1,"https://www.inaturalist.org/observations/61928146",2019,"61928146","2019-11-26","-15.766128937","-47.8780156374",153,"needs_id","CC-BY-SA",FALSE,41254,"lucas533"
"406",0,"https://www.inaturalist.org/observations/61928260",2019,"61928260","2019-12-13","-15.7526634561","-47.8847530112",76,"needs_id","CC-BY-SA",FALSE,41006,"lucas533"
"407",0,"https://www.inaturalist.org/observations/61928344",2020,"61928344","2020-01-21","-15.7682939917","-47.8774158284",59,"needs_id","CC-BY-SA",FALSE,40995,"lucas533"
"408",0,"https://www.inaturalist.org/observations/61928452",2020,"61928452","2020-01-21","-15.7685224343","-47.8766996786",349,"needs_id","CC-BY-SA",FALSE,41031,"lucas533"
"409",1,"https://www.inaturalist.org/observations/61928751",2020,"61928751","2020-01-21","-15.7684559665","-47.8774872422",131,"needs_id","CC-BY-SA",FALSE,41006,"lucas533"
"410",0,"https://www.inaturalist.org/observations/61928871",2020,"61928871","2020-01-28","-15.7641268055","-47.8779351711",349,"research","CC-BY-SA",FALSE,41090,"lucas533"
"411",0,"https://www.inaturalist.org/observations/61966915",2018,"61966915","2018-04-08","21.0336766667","-97.91486",0,"needs_id","CC-BY-NC-ND",FALSE,41090,"gerjhe"
"412",0,"https://www.inaturalist.org/observations/61971933",2020,"61971933","2020-02-07","9.1190666667","-79.7039638889",10,"needs_id","CC-BY-NC-ND",FALSE,40270,"pkm"
"413",0,"https://www.inaturalist.org/observations/61977764",2016,"61977764","2016-03-16","14.6320373796","-90.4707660691",152,"research","CC-BY-NC",FALSE,40342,"luistrujillososa"
"414",0,"https://www.inaturalist.org/observations/61985749",2020,"61985749","2020-07-16","20.6442297304","-101.144394863",623,"research","CC-BY-NC",FALSE,40520,"yancey_"
"415",1,"https://www.inaturalist.org/observations/62016859",2020,"62016859","2020-10-01","44.8461785943","7.7086217701",12,"research","CC-BY-NC",FALSE,40383,"gsilvia"
"416",0,"https://www.inaturalist.org/observations/62086131",2020,"62086131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",0,"https://www.inaturalist.org/observations/62092389",2020,"62092389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",0,"https://www.inaturalist.org/observations/62120897",2020,"62120897","2020-10-09","21.8315127","-101.8178022",0,"research","CC-BY-NC",FALSE,41301,"imix-akbal"
"419",1,"https://www.inaturalist.org/observations/62152561",2020,"62152561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",1,"https://www.inaturalist.org/observations/62163990",2020,"62163990","2020-08-18","46.1649189","-123.9247421",27,"needs_id","CC-BY-NC",FALSE,40270,"handjg"
"421",1,"https://www.inaturalist.org/observations/6216410",1989,"6216410","1989-02-25","52.2219473847","15.5965977439",0,"research","CC-BY-NC",FALSE,74697,"kristofz"
"422",0,"https://www.inaturalist.org/observations/62167685",2014,"62167685","2014-05-14","-0.353212483","-78.8499605659",750,"needs_id","CC-BY-NC",FALSE,41039,"kjudge"
"423",0,"https://www.inaturalist.org/observations/62273943",2020,"62273943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",0,"https://www.inaturalist.org/observations/62291337",2020,"62291337","2020-07-12","24.90757874","120.991629964",20,"research","CC-BY-NC",FALSE,75231,"yinjuyang"
"425",0,"https://www.inaturalist.org/observations/62342067",2020,"62342067","2020-10-11","3.5547869167","-76.2893524167",0,"needs_id","CC-BY-NC",FALSE,446959,"mar71n"
"426",0,"https://www.inaturalist.org/observations/62384215",2020,"62384215",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",0,"https://www.inaturalist.org/observations/62393736",2013,"62393736","2013-08-10","48.25916","46.94851",0,"research","CC-BY-NC",FALSE,207811,"kgrebennikov"
"428",0,"https://www.inaturalist.org/observations/62401973",2020,"62401973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",1,"https://www.inaturalist.org/observations/62421629",2014,"62421629","2014-07-30","37.2426752354","-80.4644252442",24,"research","CC-BY-NC",FALSE,40522,"cyrusli"
"430",0,"https://www.inaturalist.org/observations/62429494",2020,"62429494","2020-10-07","23.5850305874","-109.8503750999",8,"needs_id","CC-BY-NC",FALSE,40269,"isra_rangel"
"431",0,"https://www.inaturalist.org/observations/62447138",2016,"62447138","2016-02-18","11.9012506961","-86.2429232705",488,"research","CC-BY-NC",FALSE,41090,"timinnica"
"432",1,"https://www.inaturalist.org/observations/62465910",2020,"62465910","2020-07-13","35.39342946","-87.5347405747",5338,"research","CC-BY-NC",FALSE,40522,"braydenpaulk"
"433",1,"https://www.inaturalist.org/observations/62466174",2020,"62466174","2020-07-13","35.2875357685","-87.5264056303",4074,"research","CC-BY-NC",FALSE,40522,"braydenpaulk"
"434",1,"https://www.inaturalist.org/observations/62475738",2020,"62475738",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",0,"https://www.inaturalist.org/observations/62477892",2011,"62477892","2011-04-26","2.9854211","16.2325409",241,"needs_id","CC-BY-NC",FALSE,41184,"sanghalodge"
"436",1,"https://www.inaturalist.org/observations/62478203",2016,"62478203","2016-02-13","2.9854211","16.2325409",241,"needs_id","CC-BY-NC",FALSE,40641,"sanghalodge"
"437",0,"https://www.inaturalist.org/observations/62481970",2020,"62481970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",1,"https://www.inaturalist.org/observations/62482943",2020,"62482943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",0,"https://www.inaturalist.org/observations/62533268",2020,"62533268",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",0,"https://www.inaturalist.org/observations/62534307",2020,"62534307",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",0,"https://www.inaturalist.org/observations/62549359",2018,"62549359","2018-08-20","40.6142801977","29.0887908013",2101,"needs_id","CC-BY-NC",FALSE,40269,"kaanardajj"
"442",0,"https://www.inaturalist.org/observations/62549609",2020,"62549609","2020-10-13","-26.8556331804","-49.0518191341",31,"research","CC-BY",FALSE,1067749,"carloshrussi"
"443",0,"https://www.inaturalist.org/observations/62549611",2020,"62549611","2020-10-13","-26.8556413784","-49.0518164519",2,"needs_id","CC-BY",FALSE,41006,"carloshrussi"
"444",0,"https://www.inaturalist.org/observations/62549614",2020,"62549614","2020-10-13","-26.8556485572","-49.0518097463",2,"research","CC-BY",FALSE,1067749,"carloshrussi"
"445",0,"https://www.inaturalist.org/observations/62549615",2020,"62549615","2020-10-13","-26.8556545395","-49.051792312",2,"research","CC-BY",FALSE,41015,"carloshrussi"
"446",1,"https://www.inaturalist.org/observations/62549616",2020,"62549616","2020-10-13","-26.8556473607","-49.0517654899",2,"research","CC-BY",FALSE,41110,"carloshrussi"
"447",1,"https://www.inaturalist.org/observations/62549617",2020,"62549617","2020-10-13","-26.855655736","-49.0517842653",2,"needs_id","CC-BY",FALSE,40270,"carloshrussi"
"448",0,"https://www.inaturalist.org/observations/62549618",2020,"62549618","2020-10-13","-26.8556629147","-49.0517882887",2,"research","CC-BY",FALSE,41053,"carloshrussi"
"449",1,"https://www.inaturalist.org/observations/62552470",2017,"62552470","2017-04-21","10.5785929699","-61.2617963925",180,"needs_id","CC-BY",FALSE,41110,"nicholasmohammed"
"450",1,"https://www.inaturalist.org/observations/62552632",2016,"62552632","2016-07-13","10.7296729258","-61.4479105175",205,"needs_id","CC-BY",FALSE,41090,"nicholasmohammed"
"451",0,"https://www.inaturalist.org/observations/62589793",2020,"62589793","2020-10-01","15.8012554658","-87.9153237864",2815,"research","CC-BY-NC",FALSE,197801,"hondubirding"
"452",0,"https://www.inaturalist.org/observations/62681759",2019,"62681759","2019-11-23","-30.3417846441","152.7556394497",61,"needs_id","CC-BY-NC",FALSE,40557,"discover_gondwana"
"453",0,"https://www.inaturalist.org/observations/62715576",2020,"62715576","2020-10-15","-15.7199112924","-47.8924730793",7,"needs_id","CC-BY-NC",FALSE,41226,"gafischer"
"454",0,"https://www.inaturalist.org/observations/62749205",2020,"62749205",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",0,"https://www.inaturalist.org/observations/62749297",2020,"62749297",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",0,"https://www.inaturalist.org/observations/629125",2001,"629125","2001-03-14","9.152102","-79.84648",4272,"needs_id","CC-BY-NC",FALSE,846304,"dina"
"457",0,"https://www.inaturalist.org/observations/629129",2001,"629129","2001-11-09","9.152102","-79.84648",4272,"research","CC-BY-NC",FALSE,41070,"dina"
"458",0,"https://www.inaturalist.org/observations/629131",2001,"629131","2001-02-26","9.161931","-79.83146",0,"research","CC-BY-NC",FALSE,74469,"dina"
"459",0,"https://www.inaturalist.org/observations/629133",2001,"629133","2001-03-14","9.164516","-79.833906",0,"research","CC-BY-NC",FALSE,41117,"dina"
"460",0,"https://www.inaturalist.org/observations/629135",2001,"629135","2001-06-20","9.163626","-79.837211",0,"research","CC-BY-NC",FALSE,74602,"dina"
"461",0,"https://www.inaturalist.org/observations/629138",2001,"629138","2001-03-16","9.152102","-79.84648",4272,"needs_id","CC-BY-NC",FALSE,40991,"dina"
"462",0,"https://www.inaturalist.org/observations/629139",2001,"629139","2001-02-26","9.163202","-79.833949",0,"research","CC-BY-NC",FALSE,75212,"dina"
"463",0,"https://www.inaturalist.org/observations/629142",2001,"629142","2001-03-06","9.159559","-79.838584",0,"research","CC-BY-NC",FALSE,75181,"dina"
"464",0,"https://www.inaturalist.org/observations/629143",2002,"629143","2002-05-19","9.161931","-79.838241",0,"research","CC-BY-NC",FALSE,74518,"dina"
"465",0,"https://www.inaturalist.org/observations/629145",2001,"629145","2001-11-14","9.161169","-79.8397",0,"research","CC-BY-NC",FALSE,74518,"dina"
"466",0,"https://www.inaturalist.org/observations/629156",2001,"629156","2001-11-14","9.0592785677","-79.9613679178",0,"research","CC-BY-NC",FALSE,41160,"dina"
"467",0,"https://www.inaturalist.org/observations/62982945",2015,"62982945","2015-09-18","29.082767","-103.925668",0,"needs_id","CC-BY-NC",FALSE,40269,"agatica"
"468",1,"https://www.inaturalist.org/observations/62982948",2020,"62982948","2020-10-17","33.7253264955","-118.2714096712",358,"research","CC-BY-NC",FALSE,41315,"dcpaul"
"469",0,"https://www.inaturalist.org/observations/62988456",2015,"62988456","2015-07-15","8.0358725723","-77.7262390405",2900,"research","CC-BY-NC",FALSE,41006,"melky_89"
"470",0,"https://www.inaturalist.org/observations/62988634",2016,"62988634","2016-05-25","7.9752773353","-78.3619447052",2151,"research","CC-BY-NC",FALSE,40489,"melky_89"
"471",0,"https://www.inaturalist.org/observations/62988943",2017,"62988943","2017-01-25","8.211184368","-82.193114832",12716,"research","CC-BY-NC",FALSE,74602,"melky_89"
"472",1,"https://www.inaturalist.org/observations/62990678",2020,"62990678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",0,"https://www.inaturalist.org/observations/63016511",2016,"63016511","2016-06-07","-5.540285","-75.732261",92,"needs_id","CC-BY-NC-ND",FALSE,40991,"henicorhina"
"474",0,"https://www.inaturalist.org/observations/63027260",2020,"63027260","2020-10-19","20.3643263818","-103.825510405",70,"needs_id","CC-BY-NC",FALSE,41226,"sacorva"
"475",1,"https://www.inaturalist.org/observations/63075947",2020,"63075947","2020-10-19","-18.2525360835","32.0109210536",446,"needs_id","CC-BY-NC",FALSE,846180,"spidermandan"
"476",1,"https://www.inaturalist.org/observations/63104283",2020,"63104283",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",0,"https://www.inaturalist.org/observations/63105302",2020,"63105302",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",0,"https://www.inaturalist.org/observations/63106790",2020,"63106790",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",0,"https://www.inaturalist.org/observations/63128716",2020,"63128716","2020-09-26","19.557440128","-101.1830710656",2,"needs_id","CC-BY-NC",FALSE,40270,"davidruizdominguez"
"480",1,"https://www.inaturalist.org/observations/63137332",2010,"63137332","2010-01-01","-17.029528","-49.816618",2075,"research","CC-BY-NC",FALSE,41168,"allinebio"
"481",0,"https://www.inaturalist.org/observations/63143347",2020,"63143347",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",0,"https://www.inaturalist.org/observations/63144219",2019,"63144219",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",1,"https://www.inaturalist.org/observations/63201354",2020,"63201354","2020-10-22","-34.86943333","150.56398",17,"needs_id","CC-BY-NC",FALSE,40585,"charliev"
"484",1,"https://www.inaturalist.org/observations/63201849",2020,"63201849","2020-10-22","-34.87141333","150.566575",165,"needs_id","CC-BY-NC",FALSE,846180,"charliev"
"485",1,"https://www.inaturalist.org/observations/63210936",2020,"63210936","2020-10-03","26.1945883333","-100.35418",24,"research","CC-BY-NC",FALSE,40614,"silvino_ed"
"486",1,"https://www.inaturalist.org/observations/63223491",2020,"63223491",NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",0,"https://www.inaturalist.org/observations/63225433",2019,"63225433",NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",1,"https://www.inaturalist.org/observations/63225434",2019,"63225434",NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",1,"https://www.inaturalist.org/observations/63225435",2019,"63225435",NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",1,"https://www.inaturalist.org/observations/63225515",2020,"63225515","2020-10-22","-34.8680475365","150.5636149733",128,"research","CC-BY-NC",FALSE,40661,"charliev"
"491",0,"https://www.inaturalist.org/observations/63231702",2012,"63231702","2012-01-22","33.8408333333","-117.1365",0,"needs_id","CC-BY-NC-ND",FALSE,40269,"henicorhina"
"492",1,"https://www.inaturalist.org/observations/63242994",2020,"63242994","2020-10-22","43.8848048464","11.9946632487",22,"needs_id","CC-BY-NC",FALSE,210400,"giuseppe_molinari"
"493",0,"https://www.inaturalist.org/observations/63282524",2020,"63282524","2020-10-22","41.0801571006","-81.480491154",628,"research","CC-BY",FALSE,40629,"smpbiologist-rcurtis"
"494",0,"https://www.inaturalist.org/observations/63291523",2020,"63291523",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",0,"https://www.inaturalist.org/observations/63310292",2020,"63310292",NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",0,"https://www.inaturalist.org/observations/63326174",2016,"63326174","2016-03-30","19.8199329188","-100.220770683",4,"research","CC-BY-NC",FALSE,40348,"gerardo_eusebio_valdes"
"497",0,"https://www.inaturalist.org/observations/63331805",2020,"63331805","2020-10-16","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,197798,"karla_lara"
"498",0,"https://www.inaturalist.org/observations/63331807",2020,"63331807","2020-10-16","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,41006,"karla_lara"
"499",0,"https://www.inaturalist.org/observations/63331808",2020,"63331808","2020-10-17","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,197800,"karla_lara"
"500",0,"https://www.inaturalist.org/observations/63331809",2020,"63331809","2020-10-17","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,197798,"karla_lara"
"501",0,"https://www.inaturalist.org/observations/63331811",2020,"63331811","2020-10-17","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,41090,"karla_lara"
"502",0,"https://www.inaturalist.org/observations/63331812",2020,"63331812","2020-10-17","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,516402,"karla_lara"
"503",0,"https://www.inaturalist.org/observations/63331813",2020,"63331813","2020-10-17","14.0339924977","-87.0748440305",154,"needs_id","CC-BY",FALSE,40269,"karla_lara"
"504",0,"https://www.inaturalist.org/observations/63331814",2020,"63331814","2020-10-17","14.0339924977","-87.0748440305",154,"research","CC-BY",FALSE,41013,"karla_lara"
"505",0,"https://www.inaturalist.org/observations/63340059",2020,"63340059",NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",1,"https://www.inaturalist.org/observations/63359845",2018,"63359845","2018-12-06","-32.3830838981","-68.0547086521",152,"research","CC-BY-NC",FALSE,74705,"pablisola"
"507",0,"https://www.inaturalist.org/observations/63370570",2013,"63370570",NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",0,"https://www.inaturalist.org/observations/63370571",2013,"63370571",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",0,"https://www.inaturalist.org/observations/63396878",2020,"63396878",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",1,"https://www.inaturalist.org/observations/63401109",2020,"63401109",NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",0,"https://www.inaturalist.org/observations/63450226",2019,"63450226","2019-01-31","11.8665975698","-86.5116477013",349,"research","CC-BY-NC",FALSE,41200,"lester_fonseca"
"512",0,"https://www.inaturalist.org/observations/63468391",2020,"63468391",NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",1,"https://www.inaturalist.org/observations/63508154",2020,"63508154","2020-10-15","18.897685","-104.033105",8,"needs_id","CC-BY-NC",FALSE,40353,"lizcerv"
"514",1,"https://www.inaturalist.org/observations/63513350",2020,"63513350","2020-10-15","18.896432","-104.030565",10,"needs_id","CC-BY-NC",FALSE,41039,"lizcerv"
"515",1,"https://www.inaturalist.org/observations/63515111",2020,"63515111","2020-10-16","18.896432","-104.030565",10,"research","CC-BY-NC",FALSE,197800,"lizcerv"
"516",0,"https://www.inaturalist.org/observations/63552128",2020,"63552128","2020-10-25","-15.7685030747","-47.8775412217",17,"research","CC-BY-SA",FALSE,40995,"lucas533"
"517",0,"https://www.inaturalist.org/observations/63604291",2020,"63604291","2020-10-24","29.182153","-108.131585",14,"research","CC-BY-SA",FALSE,74476,"agnishino"
"518",0,"https://www.inaturalist.org/observations/63644683",2020,"63644683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",0,"https://www.inaturalist.org/observations/63654162",2020,"63654162",NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",0,"https://www.inaturalist.org/observations/63667379",2020,"63667379","2020-10-27","40.7949443294","-111.9194368646",70,"research","CC-BY-NC",FALSE,40523,"drewdittmer"
"521",0,"https://www.inaturalist.org/observations/63672752",2020,"63672752",NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",0,"https://www.inaturalist.org/observations/63674618",2020,"63674618",NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1,"https://www.inaturalist.org/observations/63682248",2020,"63682248",NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",1,"https://www.inaturalist.org/observations/63682286",2020,"63682286",NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",0,"https://www.inaturalist.org/observations/63683838",2014,"63683838","2014-11-07","4.0926346497","114.7853000985",10,"research","CC-BY-NC",FALSE,41191,"ellenmca"
"526",0,"https://www.inaturalist.org/observations/63684008",2016,"63684008","2016-01-13","4.1998023633","114.9337087474",100,"research","CC-BY-NC",FALSE,40763,"ellenmca"
"527",1,"https://www.inaturalist.org/observations/63686047",2020,"63686047","2020-09-28","48.3391185014","7.878148444",8927,"research","CC-BY-NC",FALSE,40573,"naturschulz"
"528",0,"https://www.inaturalist.org/observations/63687420",2016,"63687420","2016-03-24","4.0834476628","114.8546969743",10,"research","CC-BY-NC",FALSE,40769,"ellenmca"
"529",1,"https://www.inaturalist.org/observations/63706423",2020,"63706423","2020-10-17","19.2806758881","-103.5774002075",0,"research","CC-BY-NC",FALSE,41387,"romina_cerbur"
"530",1,"https://www.inaturalist.org/observations/63715014",2020,"63715014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",1,"https://www.inaturalist.org/observations/63733936",2019,"63733936","2019-08-22","6.4659449258","-75.7639306821",61,"needs_id","CC-BY-NC",FALSE,41226,"julian_arango_lozano"
"532",1,"https://www.inaturalist.org/observations/63759334",2020,"63759334","2020-10-29","40.7612582112","-73.9730286511",65,"research","CC-BY-NC",FALSE,40522,"larrybird"
"533",0,"https://www.inaturalist.org/observations/63763589",2020,"63763589","2020-10-22","8.7229096033","-82.2349428758",3883,"research","CC-BY-NC",FALSE,41137,"melky_89"
"534",0,"https://www.inaturalist.org/observations/63767293",2019,"63767293","2019-07-24","9.1200493645","-79.7045767307",205,"research","CC-BY-NC",FALSE,41005,"el_chaparro_gogo"
"535",0,"https://www.inaturalist.org/observations/63768183",2016,"63768183","2016-05-10","18.0930411479","-102.3949012519",4,"research","CC-BY-NC",FALSE,41221,"gerardo_eusebio_valdes"
"536",0,"https://www.inaturalist.org/observations/63769005",2016,"63769005","2016-07-11","18.0933658793","-102.3949341342",8,"research","CC-BY-NC",FALSE,40485,"gerardo_eusebio_valdes"
"537",0,"https://www.inaturalist.org/observations/63769168",2016,"63769168","2016-09-01","18.1002109435","-102.3869119538",15,"research","CC-BY-NC",FALSE,41005,"gerardo_eusebio_valdes"
